timestamp,temperature,humidity,co2,ammonia,temperature_risk,temperature_level,humidity_risk,humidity_level,co2_risk,co2_level,ammonia_risk,ammonia_level,composite_risk,risk_level,persistence,adjusted_risk
2024-01-15 00:35:00,19.49,63.92,596.3,1.34,0.12583333333333346,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.031458333333333366,Normal,0.0,0.031458333333333366
2024-01-15 00:36:00,20.0,63.72,619.2,1.06,0.08333333333333333,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.020833333333333332,Normal,0.0,0.020833333333333332
2024-01-15 00:37:00,19.68,67.88,590.1,0.94,0.11000000000000003,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.027500000000000007,Normal,0.0,0.027500000000000007
2024-01-15 00:38:00,19.49,65.29,577.3,0.92,0.12583333333333346,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.031458333333333366,Normal,0.0,0.031458333333333366
2024-01-15 00:39:00,19.62,62.77,593.3,0.5,0.11499999999999992,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.02874999999999998,Normal,0.0,0.02874999999999998
2024-01-15 00:40:00,19.94,64.44,548.0,0.82,0.08833333333333322,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.022083333333333306,Normal,0.0,0.022083333333333306
2024-01-15 00:41:00,19.56,66.43,558.8,0.88,0.1200000000000001,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.030000000000000027,Normal,0.0,0.030000000000000027
2024-01-15 00:42:00,19.79,65.25,620.1,0.94,0.1008333333333334,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.02520833333333335,Normal,0.0,0.02520833333333335
2024-01-15 00:43:00,19.4,67.8,610.7,1.33,0.13333333333333344,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.03333333333333336,Normal,0.0,0.03333333333333336
2024-01-15 00:44:00,19.58,63.82,577.7,1.43,0.11833333333333347,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.029583333333333368,Normal,0.0,0.029583333333333368
2024-01-15 00:45:00,19.43,64.25,568.6,1.09,0.13083333333333336,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.03270833333333334,Normal,0.0,0.03270833333333334
2024-01-15 00:46:00,19.89,65.72,596.0,0.45,0.09249999999999996,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.02312499999999999,Normal,0.0,0.02312499999999999
2024-01-15 00:47:00,19.59,65.58,596.2,1.83,0.11750000000000001,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.029375000000000002,Normal,0.0,0.029375000000000002
2024-01-15 00:48:00,19.05,67.63,573.4,0.52,0.16249999999999995,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.04062499999999999,Normal,0.0,0.04062499999999999
2024-01-15 00:49:00,19.15,67.17,616.9,0.89,0.15416666666666679,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.038541666666666696,Normal,0.0,0.038541666666666696
2024-01-15 00:50:00,19.43,64.2,650.4,1.19,0.13083333333333336,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.03270833333333334,Normal,0.0,0.03270833333333334
2024-01-15 00:51:00,19.65,63.73,621.0,1.67,0.11250000000000011,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.02812500000000003,Normal,0.0,0.02812500000000003
2024-01-15 00:52:00,20.32,65.96,627.6,0.63,0.05666666666666664,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.01416666666666666,Normal,0.0,0.01416666666666666
2024-01-15 00:53:00,19.81,68.37,603.8,0.96,0.09916666666666678,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.024791666666666694,Normal,0.0,0.024791666666666694
2024-01-15 00:54:00,19.38,68.09,588.2,0.45,0.1350000000000001,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.03375000000000002,Normal,0.0,0.03375000000000002
2024-01-15 00:55:00,19.97,68.08,621.1,1.06,0.08583333333333343,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.021458333333333357,Normal,0.0,0.021458333333333357
2024-01-15 00:56:00,20.08,65.75,641.3,0.27,0.07666666666666681,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.019166666666666703,Normal,0.0,0.019166666666666703
2024-01-15 00:57:00,19.61,64.46,589.0,0.0,0.11583333333333339,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.028958333333333346,Normal,0.0,0.028958333333333346
2024-01-15 00:58:00,20.02,66.51,590.1,1.38,0.0816666666666667,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.020416666666666677,Normal,0.0,0.020416666666666677
2024-01-15 00:59:00,19.14,64.09,619.1,0.3,0.15499999999999994,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.038749999999999986,Normal,0.0,0.038749999999999986
2024-01-15 01:00:00,20.32,68.65,602.2,1.44,0.05666666666666664,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.01416666666666666,Normal,0.0,0.01416666666666666
2024-01-15 01:01:00,19.32,69.17,578.0,1.2,0.13999999999999999,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.034999999999999996,Normal,0.0,0.034999999999999996
2024-01-15 01:02:00,19.73,63.76,592.2,0.74,0.1058333333333333,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.026458333333333323,Normal,0.0,0.026458333333333323
2024-01-15 01:03:00,19.04,65.34,594.9,0.97,0.1633333333333334,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.04083333333333335,Normal,0.0,0.04083333333333335
2024-01-15 01:04:00,19.82,68.69,597.9,0.36,0.09833333333333331,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.02458333333333333,Normal,0.0,0.02458333333333333
2024-01-15 01:05:00,19.91,66.53,582.5,1.48,0.09083333333333332,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.02270833333333333,Normal,0.0,0.02270833333333333
2024-01-15 01:06:00,18.69,68.06,596.3,1.52,0.1924999999999999,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.04812499999999997,Normal,0.0,0.04812499999999997
2024-01-15 01:07:00,19.65,66.11,615.6,1.73,0.11250000000000011,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.02812500000000003,Normal,0.0,0.02812500000000003
2024-01-15 01:08:00,19.43,65.18,645.8,1.1,0.13083333333333336,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.03270833333333334,Normal,0.0,0.03270833333333334
2024-01-15 01:09:00,19.85,67.79,607.5,0.55,0.09583333333333321,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.023958333333333304,Normal,0.0,0.023958333333333304
2024-01-15 01:10:00,19.05,67.29,592.3,0.69,0.16249999999999995,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.04062499999999999,Normal,0.0,0.04062499999999999
2024-01-15 01:11:00,20.44,65.45,604.5,0.94,0.04666666666666656,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.01166666666666664,Normal,0.0,0.01166666666666664
2024-01-15 01:12:00,19.61,68.58,627.3,1.73,0.11583333333333339,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.028958333333333346,Normal,0.0,0.028958333333333346
2024-01-15 01:13:00,19.55,64.23,592.2,0.96,0.12083333333333328,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.03020833333333332,Normal,0.0,0.03020833333333332
2024-01-15 01:14:00,19.32,66.32,583.9,1.22,0.13999999999999999,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.034999999999999996,Normal,0.0,0.034999999999999996
2024-01-15 01:15:00,20.09,65.43,594.7,0.99,0.07583333333333335,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.018958333333333337,Normal,0.0,0.018958333333333337
2024-01-15 01:16:00,20.33,68.02,654.1,1.17,0.05583333333333348,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.01395833333333337,Normal,0.0,0.01395833333333337
2024-01-15 01:17:00,19.18,66.16,539.6,1.04,0.1516666666666667,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.037916666666666675,Normal,0.0,0.037916666666666675
2024-01-15 01:18:00,19.5,65.39,607.0,0.16,0.125,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.03125,Normal,0.0,0.03125
2024-01-15 01:19:00,20.08,66.52,622.0,1.34,0.07666666666666681,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.019166666666666703,Normal,0.0,0.019166666666666703
2024-01-15 01:20:00,19.91,65.68,596.4,0.57,0.09083333333333332,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.02270833333333333,Normal,0.0,0.02270833333333333
2024-01-15 01:21:00,19.4,65.23,565.9,1.15,0.13333333333333344,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.03333333333333336,Normal,0.0,0.03333333333333336
2024-01-15 01:22:00,19.82,65.5,606.2,0.61,0.09833333333333331,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.02458333333333333,Normal,0.0,0.02458333333333333
2024-01-15 01:23:00,20.13,67.08,622.0,0.21,0.07250000000000008,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.01812500000000002,Normal,0.0,0.01812500000000002
2024-01-15 01:24:00,19.37,68.23,661.4,0.32,0.13583333333333325,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.03395833333333331,Normal,0.0,0.03395833333333331
2024-01-15 01:25:00,19.95,64.54,616.0,2.09,0.08750000000000006,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.021875000000000016,Normal,0.0,0.021875000000000016
2024-01-15 01:26:00,20.18,64.83,583.2,0.65,0.06833333333333336,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.01708333333333334,Normal,0.0,0.01708333333333334
2024-01-15 01:27:00,19.79,65.88,609.1,0.97,0.1008333333333334,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.02520833333333335,Normal,0.0,0.02520833333333335
2024-01-15 01:28:00,19.5,66.75,590.4,1.1,0.125,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.03125,Normal,0.0,0.03125
2024-01-15 01:29:00,20.0,66.4,626.9,1.07,0.08333333333333333,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.020833333333333332,Normal,0.0,0.020833333333333332
2024-01-15 01:30:00,19.58,67.14,580.4,0.76,0.11833333333333347,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.029583333333333368,Normal,0.0,0.029583333333333368
2024-01-15 01:31:00,20.73,68.19,597.8,0.92,0.022499999999999964,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.005624999999999991,Normal,0.0,0.005624999999999991
2024-01-15 01:32:00,19.38,62.41,571.3,0.44,0.1350000000000001,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.03375000000000002,Normal,0.0,0.03375000000000002
2024-01-15 01:33:00,19.91,63.57,600.9,0.0,0.09083333333333332,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.02270833333333333,Normal,0.0,0.02270833333333333
2024-01-15 01:34:00,20.35,64.34,564.8,0.41,0.05416666666666655,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.013541666666666638,Normal,0.0,0.013541666666666638
2024-01-15 01:35:00,19.62,62.09,623.2,1.12,0.11499999999999992,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.02874999999999998,Normal,0.0,0.02874999999999998
2024-01-15 01:36:00,19.31,63.48,620.3,1.57,0.14083333333333345,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.03520833333333336,Normal,0.0,0.03520833333333336
2024-01-15 01:37:00,19.37,67.34,544.1,1.81,0.13583333333333325,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.03395833333333331,Normal,0.0,0.03395833333333331
2024-01-15 01:38:00,19.48,64.82,603.8,0.39,0.12666666666666662,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.031666666666666655,Normal,0.0,0.031666666666666655
2024-01-15 01:39:00,19.6,65.56,617.8,1.28,0.11666666666666654,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.029166666666666636,Normal,0.0,0.029166666666666636
2024-01-15 01:40:00,19.86,64.56,595.8,0.55,0.09500000000000004,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.02375000000000001,Normal,0.0,0.02375000000000001
2024-01-15 01:41:00,19.88,61.2,555.2,1.94,0.09333333333333342,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.023333333333333355,Normal,0.0,0.023333333333333355
2024-01-15 01:42:00,20.12,66.78,592.1,0.14,0.07333333333333325,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.018333333333333313,Normal,0.0,0.018333333333333313
2024-01-15 01:43:00,20.04,64.8,593.7,0.97,0.08000000000000007,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.020000000000000018,Normal,0.0,0.020000000000000018
2024-01-15 01:44:00,19.21,63.29,589.6,0.0,0.1491666666666666,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.03729166666666665,Normal,0.0,0.03729166666666665
2024-01-15 01:45:00,20.31,66.81,579.4,0.99,0.05750000000000011,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.014375000000000027,Normal,0.0,0.014375000000000027
2024-01-15 01:46:00,19.59,68.4,599.6,1.13,0.11750000000000001,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.029375000000000002,Normal,0.0,0.029375000000000002
2024-01-15 01:47:00,19.22,64.76,634.7,1.25,0.14833333333333343,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.03708333333333336,Normal,0.0,0.03708333333333336
2024-01-15 01:48:00,20.04,66.75,642.5,0.96,0.08000000000000007,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.020000000000000018,Normal,0.0,0.020000000000000018
2024-01-15 01:49:00,19.83,66.03,654.5,1.69,0.09750000000000014,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.024375000000000036,Normal,0.0,0.024375000000000036
2024-01-15 01:50:00,19.65,65.32,615.0,0.58,0.11250000000000011,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.02812500000000003,Normal,0.0,0.02812500000000003
2024-01-15 01:51:00,19.7,67.54,587.8,1.06,0.10833333333333339,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.027083333333333348,Normal,0.0,0.027083333333333348
2024-01-15 01:52:00,20.28,65.3,553.6,1.21,0.05999999999999991,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.014999999999999977,Normal,0.0,0.014999999999999977
2024-01-15 01:53:00,19.91,66.03,644.0,0.74,0.09083333333333332,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.02270833333333333,Normal,0.0,0.02270833333333333
2024-01-15 01:54:00,19.86,67.21,661.2,0.51,0.09500000000000004,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.02375000000000001,Normal,0.0,0.02375000000000001
2024-01-15 01:55:00,20.02,65.85,627.7,0.19,0.0816666666666667,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.020416666666666677,Normal,0.0,0.020416666666666677
2024-01-15 01:56:00,19.42,66.53,559.7,1.28,0.13166666666666652,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.03291666666666663,Normal,0.0,0.03291666666666663
2024-01-15 01:57:00,19.98,64.23,613.8,0.7,0.08499999999999996,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.02124999999999999,Normal,0.0,0.02124999999999999
2024-01-15 01:58:00,19.85,65.77,575.8,1.54,0.09583333333333321,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.023958333333333304,Normal,0.0,0.023958333333333304
2024-01-15 01:59:00,20.29,63.33,579.6,0.68,0.059166666666666735,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.014791666666666684,Normal,0.0,0.014791666666666684
2024-01-15 02:00:00,20.01,64.15,588.4,0.7,0.08249999999999987,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.020624999999999966,Normal,0.0,0.020624999999999966
2024-01-15 02:01:00,20.73,64.78,632.6,1.91,0.022499999999999964,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.005624999999999991,Normal,0.0,0.005624999999999991
2024-01-15 02:02:00,20.22,66.02,581.5,1.28,0.0650000000000001,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.016250000000000025,Normal,0.0,0.016250000000000025
2024-01-15 02:03:00,20.07,66.15,618.7,1.82,0.07749999999999997,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.019374999999999993,Normal,0.0,0.019374999999999993
2024-01-15 02:04:00,19.75,63.81,595.7,1.26,0.10416666666666667,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.026041666666666668,Normal,0.0,0.026041666666666668
2024-01-15 02:05:00,19.56,62.65,583.9,1.51,0.1200000000000001,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.030000000000000027,Normal,0.0,0.030000000000000027
2024-01-15 02:06:00,19.63,66.45,593.6,1.41,0.11416666666666675,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.028541666666666687,Normal,0.0,0.028541666666666687
2024-01-15 02:07:00,20.73,65.71,623.0,1.36,0.022499999999999964,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.005624999999999991,Normal,0.0,0.005624999999999991
2024-01-15 02:08:00,20.25,63.48,593.3,1.94,0.0625,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.015625,Normal,0.0,0.015625
2024-01-15 02:09:00,19.9,63.9,628.7,1.29,0.09166666666666679,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.022916666666666696,Normal,0.0,0.022916666666666696
2024-01-15 02:10:00,20.56,67.35,637.3,1.38,0.03666666666666677,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.009166666666666693,Normal,0.0,0.009166666666666693
2024-01-15 02:11:00,19.24,66.49,571.6,0.24,0.1466666666666668,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.0366666666666667,Normal,0.0,0.0366666666666667
2024-01-15 02:12:00,19.71,62.76,606.7,1.79,0.10749999999999993,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.026874999999999982,Normal,0.0,0.026874999999999982
2024-01-15 02:13:00,19.99,66.39,585.4,0.75,0.08416666666666679,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.021041666666666698,Normal,0.0,0.021041666666666698
2024-01-15 02:14:00,19.04,65.26,595.0,0.6,0.1633333333333334,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.04083333333333335,Normal,0.0,0.04083333333333335
2024-01-15 02:15:00,20.74,66.54,563.1,1.26,0.021666666666666796,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.005416666666666699,Normal,0.0,0.005416666666666699
2024-01-15 02:16:00,20.69,65.47,585.3,1.12,0.025833333333333226,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.006458333333333306,Normal,0.0,0.006458333333333306
2024-01-15 02:17:00,19.9,60.69,617.8,0.76,0.09166666666666679,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.022916666666666696,Normal,0.0,0.022916666666666696
2024-01-15 02:18:00,20.13,63.96,632.7,1.0,0.07250000000000008,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.01812500000000002,Normal,0.0,0.01812500000000002
2024-01-15 02:19:00,20.05,63.2,611.3,0.94,0.07916666666666661,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.019791666666666652,Normal,0.0,0.019791666666666652
2024-01-15 02:20:00,20.65,66.92,643.8,0.37,0.029166666666666785,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.007291666666666696,Normal,0.0,0.007291666666666696
2024-01-15 02:21:00,20.5,64.02,529.9,0.56,0.041666666666666664,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.010416666666666666,Normal,0.0,0.010416666666666666
2024-01-15 02:22:00,20.17,65.57,602.6,1.38,0.06916666666666653,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.017291666666666632,Normal,0.0,0.017291666666666632
2024-01-15 02:23:00,21.14,66.99,573.3,0.99,0.0,Normal,0.0,Normal,0.0,Normal,0.0,Normal,0.0,Normal,0.0,0.0
2024-01-15 02:24:00,19.79,64.5,597.7,1.47,0.1008333333333334,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.02520833333333335,Normal,0.0,0.02520833333333335
2024-01-15 02:25:00,20.02,64.24,574.8,0.51,0.0816666666666667,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.020416666666666677,Normal,0.0,0.020416666666666677
2024-01-15 02:26:00,20.39,65.23,596.1,0.67,0.050833333333333286,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.012708333333333321,Normal,0.0,0.012708333333333321
2024-01-15 02:27:00,20.34,66.4,595.5,1.53,0.055000000000000014,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.013750000000000004,Normal,0.0,0.013750000000000004
2024-01-15 02:28:00,20.48,64.89,585.4,0.4,0.0433333333333333,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.010833333333333325,Normal,0.0,0.010833333333333325
2024-01-15 02:29:00,20.19,66.76,589.4,1.29,0.0674999999999999,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.016874999999999973,Normal,0.0,0.016874999999999973
